group,policy,recognizer,FA,RA,ERB,IdentityLeak@8,selection_target_similarity,mean_target_similarity,evaluated_sample_count
1489,random_hard,adaface,0.0,92.36111111111111,96.028880866426,0.0,0.2764826416969299,0.3391886502504349,168
1489,median_hard,arcface,0.0,87.5,93.33333333333331,0.0,0.2859888970851898,0.299490896364053,168
1489,median_hard,adaface,0.0,93.05555555555556,96.40287769784176,0.0,0.2859888970851898,0.2776281237602234,168
1489,least_sim_hard,arcface,0.0,87.5,93.33333333333331,0.0,0.2764826416969299,0.2930790757139523,168
1489,least_sim_hard,adaface,0.0,92.36111111111111,96.028880866426,0.0,0.2764826416969299,0.3391886502504349,168
1490,nearest_hard,arcface,8.333333333333332,86.52482269503547,89.02155887230515,66.66666666666666,0.865782618522644,0.7048592542608579,165
1490,nearest_hard,adaface,62.5,84.39716312056737,51.92727272727273,100.0,0.865782618522644,0.7006487722198168,165
1490,random_hard,arcface,0.0,86.52482269503547,92.77566539923954,0.0,0.3304771184921264,0.2459334259231885,165
1490,random_hard,adaface,0.0,84.39716312056737,91.53846153846152,0.0,0.3304771184921264,0.2501537365218003,165
1490,median_hard,arcface,0.0,86.52482269503547,92.77566539923954,0.0,0.3777328133583069,0.2802078121652205,165
1490,median_hard,adaface,0.0,84.39716312056737,91.53846153846152,0.0,0.3777328133583069,0.274816695600748,165
1490,least_sim_hard,arcface,0.0,86.52482269503547,92.77566539923954,0.0,0.3304771184921264,0.2459334259231885,165
1490,least_sim_hard,adaface,0.0,84.39716312056737,91.53846153846152,0.0,0.3304771184921264,0.2501537365218003,165
1629,nearest_hard,arcface,0.0,88.48920863309353,93.89312977099236,0.0,0.8942027688026428,0.6314006373286247,163
1629,nearest_hard,adaface,0.0,90.64748201438849,95.0943396226415,0.0,0.8942027688026428,0.5811767553289732,163
1629,random_hard,arcface,0.0,88.48920863309353,93.89312977099236,0.0,0.3680254518985748,0.3791266866028309,163
1629,random_hard,adaface,0.0,91.36690647482014,95.48872180451126,0.0,0.3680254518985748,0.405707282324632,163
1629,median_hard,arcface,0.0,88.48920863309353,93.89312977099236,0.0,0.3680254518985748,0.3791266866028309,163
1629,median_hard,adaface,0.0,91.36690647482014,95.48872180451126,0.0,0.3680254518985748,0.405707282324632,163
1629,least_sim_hard,arcface,0.0,88.48920863309353,93.89312977099236,0.0,0.3220369517803192,0.2833131408939759,163
1629,least_sim_hard,adaface,0.0,90.64748201438849,95.0943396226415,0.0,0.3220369517803192,0.3486799684663613,163
1630,nearest_hard,arcface,100.0,66.66666666666666,0.0,100.0,0.9016630053520204,0.7399154021626427,162
1630,nearest_hard,adaface,100.0,70.2127659574468,0.0,100.0,0.9016630053520204,0.7410774003891718,162
